Entry	Reviewed	Organism	Protein names	EC number	Rhea ID
A0ABX6JMR3	unreviewed	Proteus terrae subsp. cibarius	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX6L1R7	unreviewed	Pectobacterium punjabense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX7B946	unreviewed	Skermanella cutis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX7UR41	unreviewed	Brenneria izadpanahii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX8AAU4	unreviewed	Tardiphaga alba	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX8UGP7	unreviewed	Paraburkholderia edwinii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX8VRX8	unreviewed	Dickeya zeae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX9AY26	unreviewed	Symbiopectobacterium purcellii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX9FZG2	unreviewed	Pseudocitrobacter faecalis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX9G7K1	unreviewed	Achromobacter marplatensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX9GBH1	unreviewed	Achromobacter marplatensis	Ureidoglycolate dehydrogenase (NAD+)		
A0ABX9WYV1	unreviewed	Dickeya undicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX9YF44	unreviewed	Burkholderia stagnalis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY0A4E1	unreviewed	Variovorax beijingensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY0DM69	unreviewed	Bradyrhizobium zhanjiangense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY0JUG5	unreviewed	Citrobacter europaeus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY0Q9K5	unreviewed	Bradyrhizobium ottawaense	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1BP55	unreviewed	Pseudomonas cuatrocienegasensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1C305	unreviewed	Lacrimispora sphenoides JCM 1415	Ureidoglycolate dehydrogenase (NAD+)		
A0ABY1CBK3	unreviewed	Lacrimispora sphenoides JCM 1415	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1I3N5	unreviewed	Thalassobacter stenotrophicus DSM 16310	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1IIB6	unreviewed	Aureimonas altamirensis DSM 21988	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1IJP7	unreviewed	Aureimonas altamirensis DSM 21988	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1IKZ2	unreviewed	Thalassobacter stenotrophicus DSM 16310	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1IRC8	unreviewed	Aureimonas altamirensis DSM 21988	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY1P8V9	unreviewed	Shimia sagamensis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ABY2B7E6	unreviewed	Kribbella orskensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABY2BTM2	unreviewed	Kribbella orskensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABY2FL13	unreviewed	Kribbella pratensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABY2PTK3	unreviewed	Citrobacter murliniae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY2SHL4	unreviewed	Martelella alba	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY2SIT7	unreviewed	Martelella alba	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY2ZVZ6	unreviewed	Pantoea dispersa	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY3FUJ8	unreviewed	Bacillus paralicheniformis	Ureidoglycolate dehydrogenase		
A0ABY3FUW7	unreviewed	Bacillus paralicheniformis	Ureidoglycolate dehydrogenase (NAD(+))		
A0ABY3QUR8	unreviewed	Bradyrhizobium barranii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY3QW55	unreviewed	Bradyrhizobium barranii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY3RHQ2	unreviewed	Bradyrhizobium ontarionense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY4AHE9	unreviewed	Orrella daihaiensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY4H3K4	unreviewed	Halobacillus shinanisalinarum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY4VMK0	unreviewed	Cupriavidus gilardii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY4W2Y0	unreviewed	Sneathiella marina	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY5JRC6	unreviewed	Oceanobacillus jeddahense	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY5P9P5	unreviewed	Fundicoccus culcitae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY5SK40	unreviewed	Paenibacillus spongiae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY6VHW0	unreviewed	Klebsiella spallanzanii	Ureidoglycolate dehydrogenase (NAD(+))		
A0ABY7I5S0	unreviewed	Bacillus halotolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY7MSH3	unreviewed	Bradyrhizobium xenonodulans	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY8G987	unreviewed	Dickeya lacustris	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY8IWK8	unreviewed	Halobacillus naozhouensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY8JBH2	unreviewed	Bradyrhizobium brasilense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABY8KEP8	unreviewed	Lysinibacillus capsici	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY8YBV6	unreviewed	Proteus appendicitidis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY9KT40	unreviewed	Aciduricibacillus chroicocephali	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY9PRE7	unreviewed	Serratia fonticola	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABY9T134	unreviewed	Brevibacillus brevis (Bacillus brevis)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ0GY07	unreviewed	Citrobacter portucalensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ0KY04	unreviewed	Sporosarcina jeotgali	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ0PDL0	unreviewed	Sediminicoccus rosea	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ0PJ40	unreviewed	Sediminicoccus rosea	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ0WQI5	unreviewed	Paraburkholderia kururiensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ2CXY7	unreviewed	Shouchella rhizosphaerae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2G7B2	unreviewed	Pectobacterium cacticida	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ2MXK1	unreviewed	Metabacillus rhizosphaerae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2SLK0	unreviewed	Candidatus Enterococcus lowellii	Ureidoglycolate dehydrogenase		
A0ABZ2SLW5	unreviewed	Candidatus Enterococcus lowellii	Ureidoglycolate dehydrogenase		
A0ABZ2T458	unreviewed	Candidatus Enterococcus lemimoniae	Ureidoglycolate dehydrogenase		
A0ABZ2T493	unreviewed	Candidatus Enterococcus lemimoniae	Ureidoglycolate dehydrogenase		
A0ABZ2WEP9	unreviewed	Staphylococcus casei	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2WEX3	unreviewed	Staphylococcus casei	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ2ZH76	unreviewed	Cytobacillus pseudoceanisediminis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ3B8B9	unreviewed	Kosakonia calanthes	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ3BQF5	unreviewed	Burkholderia pyrrocinia (Pseudomonas pyrrocinia)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABZ3BXE6	unreviewed	Ignatzschineria larvae DSM 13226	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ3EJ19	unreviewed	Proteus faecis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABZ3INC1	unreviewed	Sporomusa silvacetica DSM 10669	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ACA8Z802	unreviewed	Kyrpidia spormannii	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ACB5QXH4	unreviewed	Caballeronia novacaledonica	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACC5RJH3	unreviewed	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACC5SSM8	unreviewed	Ensifer adhaerens (Sinorhizobium morelense)	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACC6KYV7	unreviewed	Pedobacter africanus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACC6P8W0	unreviewed	Saccharibacillus sacchari	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACC6RE20	unreviewed	Paraburkholderia unamae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACC6TVZ2	unreviewed	Paraburkholderia phymatum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACC7NFH4	unreviewed	Paraburkholderia rhynchosiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACD3V6D7	unreviewed	Bradyrhizobium quebecense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACD4A2N2	unreviewed	Bacillus rugosus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACD4AUH0	unreviewed	Klebsiella africana	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACD6T9D0	unreviewed	Enterococcus faecalis (strain ATCC 47077 / OG1RF)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACD7F6R2	unreviewed	Klebsiella variicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACD8BIE8	unreviewed	Klebsiella michiganensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACD8BL91	unreviewed	Klebsiella michiganensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACE0BGI2	unreviewed	Streptomyces misionensis JCM 4497	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ACE2NIN1	unreviewed	Bordetella sputigena	Ureidoglycolate dehydrogenase		
A0ACE2Q7Q2	unreviewed	Bordetella tumulicola	Ureidoglycolate dehydrogenase		
A0ACE2QF79	unreviewed	Mesobacillus thioparans	Ureidoglycolate dehydrogenase		
A0ACE2RXL5	unreviewed	Bordetella tumulicola	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ACE7TBY1	unreviewed	Cupriavidus pauculus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACE8QLW0	unreviewed	Bradyrhizobium liaoningense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACE8QTH6	unreviewed	Bradyrhizobium liaoningense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG1WHH6	unreviewed	Bradyrhizobium liaoningense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2GPF6	unreviewed	Providencia alcalifaciens	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ACG2M199	unreviewed	Variovorax saccharolyticus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2MIV7	unreviewed	Variovorax arabinosiphilus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2NB41	unreviewed	Zwartia panacis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2NKM9	unreviewed	Variovorax boronicumulans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2P8H3	unreviewed	Variovorax boronicumulans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2PBD5	unreviewed	Variovorax boronicumulans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2PT77	unreviewed	Variovorax boronicumulans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2Q4X1	unreviewed	Pseudomonas lini	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2Q7Z4	unreviewed	Pseudomonas lini	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2QYA8	unreviewed	Streptomyces canus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2RQM7	unreviewed	Streptomyces canus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2TB16	unreviewed	Neobacillus niacini	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2TBE4	unreviewed	Neobacillus niacini	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2U8H7	unreviewed	Pseudarthrobacter sulfonivorans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2UZC4	unreviewed	Achromobacter deleyi	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2V0G7	unreviewed	Achromobacter deleyi	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2V3A2	unreviewed	Achromobacter deleyi	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ACG2WL50	unreviewed	Variovorax guangxiensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2X0W3	unreviewed	Variovorax guangxiensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG2X2C4	unreviewed	Variovorax guangxiensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ACG3KM35	unreviewed	Methylobacterium mesophilicum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG3X6J7	unreviewed	Peribacillus frigoritolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACG4YVB3	unreviewed	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG4ZKD1	unreviewed	Paraburkholderia mimosarum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG7VDI1	unreviewed	Lysinibacillus fusiformis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACG8BIW9	unreviewed	Methylobacterium aquaticum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACG9A8R2	unreviewed	Tritonibacter mobilis	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ACG9AKA7	unreviewed	Lysinibacillus fusiformis	Ureidoglycolate dehydrogenase (NAD+)		
A0ACG9DGA4	unreviewed	Bradyrhizobium lablabi	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family		
A0ACH0D7S3	unreviewed	Bradyrhizobium arachidis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH0DVR3	unreviewed	Bradyrhizobium arachidis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH1YZG9	unreviewed	Pectobacterium colocasium	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH1Z1I7	unreviewed	Pectobacterium colocasium	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH2GXN6	unreviewed	Bradyrhizobium lupini (Rhizobium lupini)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH2PPS4	unreviewed	Sporomusa paucivorans	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ACH2Q1C3	unreviewed	Sporomusa rhizae	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ACH2QMI7	unreviewed	Sporomusa aerivorans	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	1.1.1.350	
A0ACH3CBY5	unreviewed	Cupriavidus pauculus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH3D3X6	unreviewed	Chryseomicrobium aureum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH3N8A7	unreviewed	Pantoea phytostimulans	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH3V4N0	unreviewed	Mannheimia glucosida	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH3VZP6	unreviewed	Helcococcus ovis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH4CHT4	unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH4CI00	unreviewed	Brevibacillus laterosporus (Bacillus laterosporus)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACH4E382	unreviewed	Shigella boydii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACH4EQJ6	unreviewed	Variovorax paradoxus NBRC 15149	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACN3KLW9	unreviewed	Variovorax fucosicus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACN3LAR0	unreviewed	Methylobacterium amylolyticum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ACN3MAN8	unreviewed	Peribacillus frigoritolerans	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ACN4K8X1	unreviewed	Vreelandella neptunia	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A7ZIS5	unreviewed	Escherichia coli O139:H28 (strain E24377A / ETEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A8AI92	unreviewed	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	Malate/lactate/ureidoglycolate dehydrogenase		
B4EV95	unreviewed	Proteus mirabilis (strain HI4320)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7L7E4	unreviewed	Escherichia coli (strain 55989 / EAEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7LPY7	unreviewed	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7MA82	unreviewed	Escherichia coli O45:K1 (strain S88 / ExPEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7ME39	unreviewed	Escherichia coli O45:K1 (strain S88 / ExPEC)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B7UKJ4	unreviewed	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	Ureidoglycolate dehydrogenase		
B9DKI7	unreviewed	Staphylococcus carnosus (strain TM300)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
B9DKI8	unreviewed	Staphylococcus carnosus (strain TM300)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
C0C3K2	unreviewed	[Clostridium] hylemonae DSM 15053	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
C0CRX3	unreviewed	Blautia hydrogenotrophica (strain DSM 10507 / JCM 14656 / S5a33) (Ruminococcus hydrogenotrophicus)	Ureidoglycolate dehydrogenase		
C6PUH6	unreviewed	Clostridium carboxidivorans P7	Ureidoglycolate dehydrogenase		
C9A635	unreviewed	Enterococcus casseliflavus EC20	Ureidoglycolate dehydrogenase		
C9A653	unreviewed	Enterococcus casseliflavus EC20	Ureidoglycolate dehydrogenase		
D0GM00	unreviewed	Pseudoleptotrichia goodfellowii F0264	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
D2TR44	unreviewed	Citrobacter rodentium (strain ICC168) (Citrobacter freundii biotype 4280)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
D3TMM0	unreviewed	Glossina morsitans morsitans (Savannah tsetse fly)	Ureidoglycolate dehydrogenase		
D8IDG4	unreviewed	Brachyspira pilosicoli (strain ATCC BAA-1826 / 95/1000)	Ureidoglycolate dehydrogenase		
E1QWI3	unreviewed	Olsenella uli (strain ATCC 49627 / DSM 7084 / CCUG 31166 / CIP 109912 / JCM 12494 / LMG 11480 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
F2N955	unreviewed	Coriobacterium glomerans (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
G4NRW7	unreviewed	Bacillus spizizenii (strain DSM 15029 / JCM 12233 / NBRC 101239 / NRRL B-23049 / TU-B-10) (Bacillus subtilis subsp. spizizenii)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
G5JLX7	unreviewed	Staphylococcus simiae CCM 7213 = CCUG 51256	Ureidoglycolate dehydrogenase		
G5JLX8	unreviewed	Staphylococcus simiae CCM 7213 = CCUG 51256	Ureidoglycolate dehydrogenase		
H2IR65	unreviewed	Rahnella aquatilis (strain ATCC 33071 / DSM 4594 / JCM 1683 / NBRC 105701 / NCIMB 13365 / CIP 78.65)	Ureidoglycolate dehydrogenase		
H3SDH4	unreviewed	Paenibacillus dendritiformis C454	Ureidoglycolate dehydrogenase		
H6C1G0	unreviewed	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	Ureidoglycolate dehydrogenase		
K1KWQ9	unreviewed	Cecembia lonarensis (strain CCUG 58316 / KCTC 22772 / LW9)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
K8E416	unreviewed	Carnobacterium maltaromaticum LMA28	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
K8EEZ0	unreviewed	Bathycoccus prasinos	Ureidoglycolate dehydrogenase		
K8ERI2	unreviewed	Carnobacterium maltaromaticum LMA28	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
K8PU83	unreviewed	Afipia broomeae ATCC 49717	Malate/lactate/ureidoglycolate dehydrogenase		
K8PWF5	unreviewed	Afipia clevelandensis ATCC 49720	Malate/lactate/ureidoglycolate dehydrogenase		
M0ACT2	unreviewed	Natrialba taiwanensis DSM 12281	Ureidoglycolate dehydrogenase		
M0B569	unreviewed	Natrialba asiatica (strain ATCC 700177 / DSM 12278 / JCM 9576 / FERM P-10747 / NBRC 102637 / 172P1)	Ureidoglycolate dehydrogenase		
M7NHB0	unreviewed	Bhargavaea cecembensis DSE10	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
Q5E5E9	unreviewed	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	Ureidoglycolate dehydrogenase (EC 1.1.1.37, EC 1.1.1.82)	1.1.1.37; 1.1.1.82	
Q5WAN1	unreviewed	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
Q65LM6	unreviewed	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	Ureidoglycolate dehydrogenase		
Q65LM7	unreviewed	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	Ureidoglycolate dehydrogenase		
Q6N3D8	unreviewed	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	Malate/lactate/ureidoglycolate dehydrogenase		
Q765Q9	unreviewed	Klebsiella pneumoniae	Ureidoglycolate dehydrogenase		
Q838P9	unreviewed	Enterococcus faecalis (strain ATCC 700802 / V583)	Ureidoglycolate dehydrogenase		
Q8Z8Q4	unreviewed	Salmonella typhi	Ureidoglycolate dehydrogenase		
Q8ZR76	unreviewed	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Ureidoglycolate dehydrogenase		
R0C2I1	unreviewed	Enterocloster bolteae 90A9	Ureidoglycolate dehydrogenase		
R1GPF9	unreviewed	Grimontia indica	Ureidoglycolate dehydrogenase		
R2QTQ9	unreviewed	Enterococcus haemoperoxidus ATCC BAA-382	Ureidoglycolate dehydrogenase		
R2SL60	unreviewed	Enterococcus pallens ATCC BAA-351	Ureidoglycolate dehydrogenase		
R2ST39	unreviewed	Enterococcus moraviensis ATCC BAA-383	Ureidoglycolate dehydrogenase		
R2T037	unreviewed	Enterococcus moraviensis ATCC BAA-383	Ureidoglycolate dehydrogenase		
R2T4K2	unreviewed	Enterococcus haemoperoxidus ATCC BAA-382	Ureidoglycolate dehydrogenase		
R2XWY8	unreviewed	Enterococcus gilvus ATCC BAA-350	Ureidoglycolate dehydrogenase		
R2Y9M4	unreviewed	Enterococcus gilvus ATCC BAA-350	Ureidoglycolate dehydrogenase		
R3TJZ8	unreviewed	Enterococcus phoeniculicola ATCC BAA-412	Ureidoglycolate dehydrogenase		
R3TPF0	unreviewed	Enterococcus caccae ATCC BAA-1240	Ureidoglycolate dehydrogenase		
R3W5R9	unreviewed	Enterococcus caccae ATCC BAA-1240	Ureidoglycolate dehydrogenase		
S0NIS1	unreviewed	Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076	Ureidoglycolate dehydrogenase		
